POS	iHS	pop	bigpop	gene	x
4104299	-0.129531	BEB	SAS	ADCY9	4104299
4104512	-1.1629	BEB	SAS	ADCY9	4104512
4104586	0.574151	BEB	SAS	ADCY9	4104586
4106786	-1.28288	BEB	SAS	ADCY9	4106786
4106788	0.00730285	BEB	SAS	ADCY9	4106788
4106789	1.17444	BEB	SAS	ADCY9	4106789
4107142	-0.876205	BEB	SAS	ADCY9	4107142
4107990	-0.875351	BEB	SAS	ADCY9	4107990
4108115	1.38477	BEB	SAS	ADCY9	4108115
4108528	-1.1881	BEB	SAS	ADCY9	4108528
4108907	-1.04149	BEB	SAS	ADCY9	4108907
4109409	-1.14456	BEB	SAS	ADCY9	4109409
4109534	1.16726	BEB	SAS	ADCY9	4109534
4109594	-0.939526	BEB	SAS	ADCY9	4109594
4109664	-0.939526	BEB	SAS	ADCY9	4109664
4110036	0.0137469	BEB	SAS	ADCY9	4110036
4110193	0.745835	BEB	SAS	ADCY9	4110193
4110766	-1.49408	BEB	SAS	ADCY9	4110766
4111525	-0.567456	BEB	SAS	ADCY9	4111525
4113236	-1.06808	BEB	SAS	ADCY9	4113236
4114709	-0.201483	BEB	SAS	ADCY9	4114709
4115028	-1.13779	BEB	SAS	ADCY9	4115028
4115493	1.36045	BEB	SAS	ADCY9	4115493
4118391	1.60126	BEB	SAS	ADCY9	4118391
4118462	1.6473	BEB	SAS	ADCY9	4118462
4118690	-2.58163	BEB	SAS	ADCY9	4118690
4118878	1.65438	BEB	SAS	ADCY9	4118878
4120076	0.625053	BEB	SAS	ADCY9	4120076
4120121	-1.14852	BEB	SAS	ADCY9	4120121
4120857	-1.18187	BEB	SAS	ADCY9	4120857
4121921	0.512174	BEB	SAS	ADCY9	4121921
4122223	0.50004	BEB	SAS	ADCY9	4122223
4122923	-1.13824	BEB	SAS	ADCY9	4122923
4123323	0.669955	BEB	SAS	ADCY9	4123323
4123420	0.669955	BEB	SAS	ADCY9	4123420
4123633	0.666836	BEB	SAS	ADCY9	4123633
4124107	1.1366	BEB	SAS	ADCY9	4124107
4124108	1.07689	BEB	SAS	ADCY9	4124108
4124300	0.683749	BEB	SAS	ADCY9	4124300
4124590	-0.380008	BEB	SAS	ADCY9	4124590
4126201	-0.737654	BEB	SAS	ADCY9	4126201
4126202	-1.12354	BEB	SAS	ADCY9	4126202
4126531	-0.356608	BEB	SAS	ADCY9	4126531
4126976	1.20101	BEB	SAS	ADCY9	4126976
4127276	1.43217	BEB	SAS	ADCY9	4127276
4128516	1.70476	BEB	SAS	ADCY9	4128516
4128563	1.31851	BEB	SAS	ADCY9	4128563
4128581	1.44557	BEB	SAS	ADCY9	4128581
4128631	1.32225	BEB	SAS	ADCY9	4128631
4128641	-1.06338	BEB	SAS	ADCY9	4128641
4128843	-0.436287	BEB	SAS	ADCY9	4128843
4128953	-1.0864	BEB	SAS	ADCY9	4128953
4129915	1.22837	BEB	SAS	ADCY9	4129915
4130204	1.22837	BEB	SAS	ADCY9	4130204
4130444	-1.35286	BEB	SAS	ADCY9	4130444
4131838	-0.611222	BEB	SAS	ADCY9	4131838
4131883	-1.45255	BEB	SAS	ADCY9	4131883
4131898	1.21126	BEB	SAS	ADCY9	4131898
4132684	-0.67943	BEB	SAS	ADCY9	4132684
4132777	1.02419	BEB	SAS	ADCY9	4132777
4133013	-0.629615	BEB	SAS	ADCY9	4133013
4133033	1.38856	BEB	SAS	ADCY9	4133033
4133076	-0.54785	BEB	SAS	ADCY9	4133076
4134162	-0.533532	BEB	SAS	ADCY9	4134162
4134199	-0.430201	BEB	SAS	ADCY9	4134199
4134246	-0.40293	BEB	SAS	ADCY9	4134246
4134680	-0.935279	BEB	SAS	ADCY9	4134680
4135260	1.19561	BEB	SAS	ADCY9	4135260
4135294	-0.373503	BEB	SAS	ADCY9	4135294
4135350	1.16251	BEB	SAS	ADCY9	4135350
4135418	1.20995	BEB	SAS	ADCY9	4135418
4135562	-0.537495	BEB	SAS	ADCY9	4135562
4135758	-1.80233	BEB	SAS	ADCY9	4135758
4135789	-1.32984	BEB	SAS	ADCY9	4135789
4135898	-1.15594	BEB	SAS	ADCY9	4135898
4136157	0.503591	BEB	SAS	ADCY9	4136157
4136418	0.33333	BEB	SAS	ADCY9	4136418
4136727	-1.16158	BEB	SAS	ADCY9	4136727
4136871	1.42246	BEB	SAS	ADCY9	4136871
4137262	1.41432	BEB	SAS	ADCY9	4137262
4137771	-1.20914	BEB	SAS	ADCY9	4137771
4137856	-1.28844	BEB	SAS	ADCY9	4137856
4138378	-0.931758	BEB	SAS	ADCY9	4138378
4140038	-1.07132	BEB	SAS	ADCY9	4140038
4140298	-1.0886	BEB	SAS	ADCY9	4140298
4141127	-1.0886	BEB	SAS	ADCY9	4141127
4141233	-1.04843	BEB	SAS	ADCY9	4141233
4141277	0.666283	BEB	SAS	ADCY9	4141277
4141728	-1.04668	BEB	SAS	ADCY9	4141728
4144432	-1.03833	BEB	SAS	ADCY9	4144432
4144956	-1.30622	BEB	SAS	ADCY9	4144956
4145164	-0.891285	BEB	SAS	ADCY9	4145164
4145393	-1.13676	BEB	SAS	ADCY9	4145393
4146101	-1.29771	BEB	SAS	ADCY9	4146101
4146695	-0.0230861	BEB	SAS	ADCY9	4146695
4147394	-1.21955	BEB	SAS	ADCY9	4147394
4147523	-1.03215	BEB	SAS	ADCY9	4147523
4147630	-1.0151	BEB	SAS	ADCY9	4147630
4148297	-1.11181	BEB	SAS	ADCY9	4148297
4148407	-0.0363802	BEB	SAS	ADCY9	4148407
4148434	-0.453157	BEB	SAS	ADCY9	4148434
4148478	-1.09241	BEB	SAS	ADCY9	4148478
4148689	-0.444599	BEB	SAS	ADCY9	4148689
4149095	-1.0908	BEB	SAS	ADCY9	4149095
4149175	-0.527988	BEB	SAS	ADCY9	4149175
4149324	-2.03454	BEB	SAS	ADCY9	4149324
4150427	-0.854375	BEB	SAS	ADCY9	4150427
4150448	-0.974015	BEB	SAS	ADCY9	4150448
4150530	-1.27883	BEB	SAS	ADCY9	4150530
4150690	-1.27883	BEB	SAS	ADCY9	4150690
4151587	-0.870688	BEB	SAS	ADCY9	4151587
4151597	-0.609791	BEB	SAS	ADCY9	4151597
4152190	-0.55017	BEB	SAS	ADCY9	4152190
4152718	-0.874219	BEB	SAS	ADCY9	4152718
4153206	-1.37638	BEB	SAS	ADCY9	4153206
4153524	-0.878968	BEB	SAS	ADCY9	4153524
4153808	-1.15324	BEB	SAS	ADCY9	4153808
4154338	-0.797595	BEB	SAS	ADCY9	4154338
4154536	-0.392915	BEB	SAS	ADCY9	4154536
4154551	-0.0503634	BEB	SAS	ADCY9	4154551
4154851	-0.821641	BEB	SAS	ADCY9	4154851
4155082	0.677114	BEB	SAS	ADCY9	4155082
4155419	0.0942801	BEB	SAS	ADCY9	4155419
4155538	-1.00565	BEB	SAS	ADCY9	4155538
4155599	-0.187787	BEB	SAS	ADCY9	4155599
4155763	-0.62447	BEB	SAS	ADCY9	4155763
4156423	1.06724	BEB	SAS	ADCY9	4156423
4156857	0.00922586	BEB	SAS	ADCY9	4156857
4157696	0.231295	BEB	SAS	ADCY9	4157696
4157869	-1.00915	BEB	SAS	ADCY9	4157869
4160316	-1.26677	BEB	SAS	ADCY9	4160316
4160370	-0.506848	BEB	SAS	ADCY9	4160370
4161793	1.01407	BEB	SAS	ADCY9	4161793
4162760	0.305691	BEB	SAS	ADCY9	4162760
4164364	-1.00781	BEB	SAS	ADCY9	4164364
4013467	0.936873	STU	SAS	ADCY9	4013467
4014245	-1.22898	STU	SAS	ADCY9	4014245
4014964	-1.23136	STU	SAS	ADCY9	4014964
4015046	1.37214	STU	SAS	ADCY9	4015046
4015313	-1.056	STU	SAS	ADCY9	4015313
4015316	1.84452	STU	SAS	ADCY9	4015316
4015729	-0.250816	STU	SAS	ADCY9	4015729
4016676	-1.30596	STU	SAS	ADCY9	4016676
4019291	0.49613	STU	SAS	ADCY9	4019291
4019350	1.42943	STU	SAS	ADCY9	4019350
4020732	-0.578399	STU	SAS	ADCY9	4020732
4021051	-0.963753	STU	SAS	ADCY9	4021051
4021734	-0.889887	STU	SAS	ADCY9	4021734
4022638	-0.721982	STU	SAS	ADCY9	4022638
4022694	0.173845	STU	SAS	ADCY9	4022694
4022703	-0.74088	STU	SAS	ADCY9	4022703
4023553	1.03855	STU	SAS	ADCY9	4023553
4024128	0.206154	STU	SAS	ADCY9	4024128
4025385	0.964618	STU	SAS	ADCY9	4025385
4026238	0.948518	STU	SAS	ADCY9	4026238
4027423	1.01829	STU	SAS	ADCY9	4027423
4027605	0.91421	STU	SAS	ADCY9	4027605
4027688	0.91421	STU	SAS	ADCY9	4027688
4027749	1.2417	STU	SAS	ADCY9	4027749
4028060	1.3965	STU	SAS	ADCY9	4028060
4028145	-0.558636	STU	SAS	ADCY9	4028145
4028417	-0.675178	STU	SAS	ADCY9	4028417
4028866	-0.724941	STU	SAS	ADCY9	4028866
4028877	1.49954	STU	SAS	ADCY9	4028877
4029577	1.27133	STU	SAS	ADCY9	4029577
4030795	0.710353	STU	SAS	ADCY9	4030795
4031348	1.47704	STU	SAS	ADCY9	4031348
4031794	-1.0061	STU	SAS	ADCY9	4031794
4032021	0.887123	STU	SAS	ADCY9	4032021
4032489	-0.912068	STU	SAS	ADCY9	4032489
4032581	-0.912068	STU	SAS	ADCY9	4032581
4032716	-0.912068	STU	SAS	ADCY9	4032716
4032802	-0.800542	STU	SAS	ADCY9	4032802
4033012	1.48646	STU	SAS	ADCY9	4033012
4033097	0.0803163	STU	SAS	ADCY9	4033097
4033436	0.572042	STU	SAS	ADCY9	4033436
4033522	1.38284	STU	SAS	ADCY9	4033522
4033987	1.00238	STU	SAS	ADCY9	4033987
4034001	-0.67769	STU	SAS	ADCY9	4034001
4034067	-0.0384124	STU	SAS	ADCY9	4034067
4034641	1.13531	STU	SAS	ADCY9	4034641
4035068	0.159147	STU	SAS	ADCY9	4035068
4035166	0.969685	STU	SAS	ADCY9	4035166
4035366	-0.851646	STU	SAS	ADCY9	4035366
4035432	0.909036	STU	SAS	ADCY9	4035432
4035499	-0.836405	STU	SAS	ADCY9	4035499
4035583	-0.795352	STU	SAS	ADCY9	4035583
4035735	0.910197	STU	SAS	ADCY9	4035735
4035897	-0.300733	STU	SAS	ADCY9	4035897
4036067	-0.317369	STU	SAS	ADCY9	4036067
4036155	0.824609	STU	SAS	ADCY9	4036155
4036286	-0.900188	STU	SAS	ADCY9	4036286
4036338	0.9029	STU	SAS	ADCY9	4036338
4036608	-0.888915	STU	SAS	ADCY9	4036608
4037394	0.582016	STU	SAS	ADCY9	4037394
4037525	0.917996	STU	SAS	ADCY9	4037525
4037568	-0.70448	STU	SAS	ADCY9	4037568
4037918	0.231756	STU	SAS	ADCY9	4037918
4038040	0.909142	STU	SAS	ADCY9	4038040
4038359	-0.770806	STU	SAS	ADCY9	4038359
4038387	0.194562	STU	SAS	ADCY9	4038387
4038906	0.950482	STU	SAS	ADCY9	4038906
4039351	0.950177	STU	SAS	ADCY9	4039351
4039379	-0.792846	STU	SAS	ADCY9	4039379
4039383	1.00361	STU	SAS	ADCY9	4039383
4039593	-0.760387	STU	SAS	ADCY9	4039593
4039968	1.16099	STU	SAS	ADCY9	4039968
4040219	1.00127	STU	SAS	ADCY9	4040219
4040360	0.132332	STU	SAS	ADCY9	4040360
4041332	0.793649	STU	SAS	ADCY9	4041332
4041760	1.38334	STU	SAS	ADCY9	4041760
4041995	-0.861428	STU	SAS	ADCY9	4041995
4042449	-0.192138	STU	SAS	ADCY9	4042449
4042470	1.17227	STU	SAS	ADCY9	4042470
4042810	0.408627	STU	SAS	ADCY9	4042810
4043175	0.556803	STU	SAS	ADCY9	4043175
4043241	1.248	STU	SAS	ADCY9	4043241
4043980	0.764964	STU	SAS	ADCY9	4043980
4045272	-0.88213	STU	SAS	ADCY9	4045272
4045367	1.18765	STU	SAS	ADCY9	4045367
4045499	1.45374	STU	SAS	ADCY9	4045499
4046952	-0.37461	STU	SAS	ADCY9	4046952
4047118	0.339914	STU	SAS	ADCY9	4047118
4047217	1.01526	STU	SAS	ADCY9	4047217
4047746	0.531861	STU	SAS	ADCY9	4047746
4048020	1.04049	STU	SAS	ADCY9	4048020
4048218	-1.65832	STU	SAS	ADCY9	4048218
4048602	0.630896	STU	SAS	ADCY9	4048602
4048634	0.514509	STU	SAS	ADCY9	4048634
4049365	0.262347	STU	SAS	ADCY9	4049365
4049439	0.20356	STU	SAS	ADCY9	4049439
4049840	0.812436	STU	SAS	ADCY9	4049840
4050383	-1.81078	STU	SAS	ADCY9	4050383
4051261	-0.0191291	STU	SAS	ADCY9	4051261
4051513	-0.410719	STU	SAS	ADCY9	4051513
4052345	-1.96143	STU	SAS	ADCY9	4052345
4052486	-0.342362	STU	SAS	ADCY9	4052486
4052717	0.563741	STU	SAS	ADCY9	4052717
4053570	0.541802	STU	SAS	ADCY9	4053570
4054690	0.704858	STU	SAS	ADCY9	4054690
4055431	0.0793017	STU	SAS	ADCY9	4055431
4056927	-2.08626	STU	SAS	ADCY9	4056927
4057133	0.714805	STU	SAS	ADCY9	4057133
4057603	0.650284	STU	SAS	ADCY9	4057603
4057637	0.125054	STU	SAS	ADCY9	4057637
4057895	0.824806	STU	SAS	ADCY9	4057895
4058769	0.256297	STU	SAS	ADCY9	4058769
4059439	0.960501	STU	SAS	ADCY9	4059439
4060301	0.249612	STU	SAS	ADCY9	4060301
4060335	0.813684	STU	SAS	ADCY9	4060335
4060661	-0.336625	STU	SAS	ADCY9	4060661
4060980	-0.336625	STU	SAS	ADCY9	4060980
4061616	0.288489	STU	SAS	ADCY9	4061616
4061630	0.300632	STU	SAS	ADCY9	4061630
4062436	1.0285	STU	SAS	ADCY9	4062436
4062592	0.866906	STU	SAS	ADCY9	4062592
4063213	0.313289	STU	SAS	ADCY9	4063213
4063551	-2.05737	STU	SAS	ADCY9	4063551
4064326	1.81837	STU	SAS	ADCY9	4064326
4064339	0.94824	STU	SAS	ADCY9	4064339
4064368	0.709282	STU	SAS	ADCY9	4064368
4064798	0.403825	STU	SAS	ADCY9	4064798
4064996	0.236241	STU	SAS	ADCY9	4064996
4065065	1.32158	STU	SAS	ADCY9	4065065
4065412	-1.5278	STU	SAS	ADCY9	4065412
4065495	0.739574	STU	SAS	ADCY9	4065495
4065583	0.831419	STU	SAS	ADCY9	4065583
4065677	1.99579	STU	SAS	ADCY9	4065677
4065736	1.60808	STU	SAS	ADCY9	4065736
4065992	1.99684	STU	SAS	ADCY9	4065992
4066061	-0.957778	STU	SAS	ADCY9	4066061
4066191	-1.52165	STU	SAS	ADCY9	4066191
4066435	-1.29685	STU	SAS	ADCY9	4066435
4068237	0.287097	STU	SAS	ADCY9	4068237
4068342	0.762809	STU	SAS	ADCY9	4068342
4068374	-1.55154	STU	SAS	ADCY9	4068374
4068563	-1.55188	STU	SAS	ADCY9	4068563
4069844	0.759936	STU	SAS	ADCY9	4069844
4069987	-1.4616	STU	SAS	ADCY9	4069987
4070085	0.54656	STU	SAS	ADCY9	4070085
4070333	0.0436539	STU	SAS	ADCY9	4070333
4070433	0.144679	STU	SAS	ADCY9	4070433
4071656	0.725603	STU	SAS	ADCY9	4071656
4071929	1.63694	STU	SAS	ADCY9	4071929
4073152	1.53567	STU	SAS	ADCY9	4073152
4073670	1.45513	STU	SAS	ADCY9	4073670
4074304	-1.31842	STU	SAS	ADCY9	4074304
4074908	-1.31415	STU	SAS	ADCY9	4074908
4075152	1.71284	STU	SAS	ADCY9	4075152
4075912	1.32175	STU	SAS	ADCY9	4075912
4076047	1.32123	STU	SAS	ADCY9	4076047
4076094	-0.108931	STU	SAS	ADCY9	4076094
4076136	0.895946	STU	SAS	ADCY9	4076136
4076596	1.28318	STU	SAS	ADCY9	4076596
4076676	1.78378	STU	SAS	ADCY9	4076676
4076752	0.563241	STU	SAS	ADCY9	4076752
4076830	2.25823	STU	SAS	ADCY9	4076830
4077138	2.00529	STU	SAS	ADCY9	4077138
4077178	1.45315	STU	SAS	ADCY9	4077178
4077316	2.06814	STU	SAS	ADCY9	4077316
4077442	2.21158	STU	SAS	ADCY9	4077442
4077818	0.972193	STU	SAS	ADCY9	4077818
4078513	0.488204	STU	SAS	ADCY9	4078513
4078744	-1.11419	STU	SAS	ADCY9	4078744
4081138	-1.58254	STU	SAS	ADCY9	4081138
4083105	-1.55542	STU	SAS	ADCY9	4083105
4084253	1.74143	STU	SAS	ADCY9	4084253
4086861	1.99475	STU	SAS	ADCY9	4086861
4087512	1.81881	STU	SAS	ADCY9	4087512
4087976	2.0283	STU	SAS	ADCY9	4087976
4091808	-0.435983	STU	SAS	ADCY9	4091808
4092145	1.48293	STU	SAS	ADCY9	4092145
4092146	1.26857	STU	SAS	ADCY9	4092146
4093287	0.156618	STU	SAS	ADCY9	4093287
4094328	1.42983	STU	SAS	ADCY9	4094328
4094479	-1.17635	STU	SAS	ADCY9	4094479
4094794	1.41333	STU	SAS	ADCY9	4094794
4094924	1.16173	STU	SAS	ADCY9	4094924
4095732	1.13817	STU	SAS	ADCY9	4095732
4095821	-0.39547	STU	SAS	ADCY9	4095821
4095822	-0.39547	STU	SAS	ADCY9	4095822
4096394	1.25781	STU	SAS	ADCY9	4096394
4096511	-1.19427	STU	SAS	ADCY9	4096511
4097222	1.17966	STU	SAS	ADCY9	4097222
4100900	0.826102	STU	SAS	ADCY9	4100900
4102450	0.428954	STU	SAS	ADCY9	4102450
4103871	-0.0523383	STU	SAS	ADCY9	4103871
4104299	-0.0914727	STU	SAS	ADCY9	4104299
4104512	-1.22353	STU	SAS	ADCY9	4104512
4104586	0.874487	STU	SAS	ADCY9	4104586
4106786	-0.106386	STU	SAS	ADCY9	4106786
4106788	0.513252	STU	SAS	ADCY9	4106788
4106789	1.26515	STU	SAS	ADCY9	4106789
4107142	-0.182665	STU	SAS	ADCY9	4107142
4107990	-0.222206	STU	SAS	ADCY9	4107990
4108115	0.311792	STU	SAS	ADCY9	4108115
4108528	-0.727258	STU	SAS	ADCY9	4108528
4108907	0.170771	STU	SAS	ADCY9	4108907
4109409	0.169323	STU	SAS	ADCY9	4109409
4109534	0.474678	STU	SAS	ADCY9	4109534
4109594	-0.312627	STU	SAS	ADCY9	4109594
4109664	-0.312627	STU	SAS	ADCY9	4109664
4110036	-0.298686	STU	SAS	ADCY9	4110036
4110193	0.976372	STU	SAS	ADCY9	4110193
4111525	0.200987	STU	SAS	ADCY9	4111525
4113236	-0.323464	STU	SAS	ADCY9	4113236
4114709	-0.408887	STU	SAS	ADCY9	4114709
4115028	-0.580147	STU	SAS	ADCY9	4115028
4115493	0.754865	STU	SAS	ADCY9	4115493
4118391	0.790968	STU	SAS	ADCY9	4118391
4118462	0.813085	STU	SAS	ADCY9	4118462
4118690	-2.39333	STU	SAS	ADCY9	4118690
4118878	0.844941	STU	SAS	ADCY9	4118878
4120076	0.432627	STU	SAS	ADCY9	4120076
4120121	-0.622972	STU	SAS	ADCY9	4120121
4120857	-0.799831	STU	SAS	ADCY9	4120857
4121921	0.273197	STU	SAS	ADCY9	4121921
4122223	0.273197	STU	SAS	ADCY9	4122223
4122923	-0.624496	STU	SAS	ADCY9	4122923
4123323	0.805833	STU	SAS	ADCY9	4123323
4123420	0.805833	STU	SAS	ADCY9	4123420
4123633	0.815673	STU	SAS	ADCY9	4123633
4124107	0.823281	STU	SAS	ADCY9	4124107
4124108	1.12037	STU	SAS	ADCY9	4124108
4124300	0.623366	STU	SAS	ADCY9	4124300
4124590	-0.278387	STU	SAS	ADCY9	4124590
4126201	0.0256564	STU	SAS	ADCY9	4126201
4126202	-0.527481	STU	SAS	ADCY9	4126202
4126531	-0.439452	STU	SAS	ADCY9	4126531
4126976	1.23139	STU	SAS	ADCY9	4126976
4127276	1.65091	STU	SAS	ADCY9	4127276
4128516	1.83557	STU	SAS	ADCY9	4128516
4128563	0.720734	STU	SAS	ADCY9	4128563
4128581	1.61801	STU	SAS	ADCY9	4128581
4128631	1.63085	STU	SAS	ADCY9	4128631
4128641	-0.569375	STU	SAS	ADCY9	4128641
4128843	-0.816577	STU	SAS	ADCY9	4128843
4128953	-0.517053	STU	SAS	ADCY9	4128953
4129915	1.59986	STU	SAS	ADCY9	4129915
4130204	1.59986	STU	SAS	ADCY9	4130204
4130444	-1.564	STU	SAS	ADCY9	4130444
4131838	-1.00184	STU	SAS	ADCY9	4131838
4131883	-1.74865	STU	SAS	ADCY9	4131883
4131898	1.6748	STU	SAS	ADCY9	4131898
4132684	-0.114785	STU	SAS	ADCY9	4132684
4132777	0.897735	STU	SAS	ADCY9	4132777
4132922	-0.545041	STU	SAS	ADCY9	4132922
4133013	-1.44226	STU	SAS	ADCY9	4133013
4133033	2.05942	STU	SAS	ADCY9	4133033
4133076	-1.42812	STU	SAS	ADCY9	4133076
4134162	-1.5868	STU	SAS	ADCY9	4134162
4134199	-0.677252	STU	SAS	ADCY9	4134199
4134246	-1.5269	STU	SAS	ADCY9	4134246
4134680	-0.151596	STU	SAS	ADCY9	4134680
4135260	1.8537	STU	SAS	ADCY9	4135260
4135294	-1.27388	STU	SAS	ADCY9	4135294
4135350	1.91842	STU	SAS	ADCY9	4135350
4135418	1.91842	STU	SAS	ADCY9	4135418
4135562	0.640998	STU	SAS	ADCY9	4135562
4135758	-2.62961	STU	SAS	ADCY9	4135758
4135789	-0.371078	STU	SAS	ADCY9	4135789
4135898	-0.562381	STU	SAS	ADCY9	4135898
4136157	1.39842	STU	SAS	ADCY9	4136157
4136418	0.985824	STU	SAS	ADCY9	4136418
4136871	0.757978	STU	SAS	ADCY9	4136871
4137262	0.754766	STU	SAS	ADCY9	4137262
4137771	-0.219813	STU	SAS	ADCY9	4137771
4137856	-1.88334	STU	SAS	ADCY9	4137856
4139502	-0.870541	STU	SAS	ADCY9	4139502
4140038	-0.4124	STU	SAS	ADCY9	4140038
4141233	-0.0502077	STU	SAS	ADCY9	4141233
4141277	0.0997308	STU	SAS	ADCY9	4141277
4141728	-0.0254358	STU	SAS	ADCY9	4141728
4144432	0.0311324	STU	SAS	ADCY9	4144432
4144956	-0.333948	STU	SAS	ADCY9	4144956
4145164	-0.401232	STU	SAS	ADCY9	4145164
4145393	0.112709	STU	SAS	ADCY9	4145393
4146101	-0.00515974	STU	SAS	ADCY9	4146101
4146695	0.0147464	STU	SAS	ADCY9	4146695
4147394	-0.0487818	STU	SAS	ADCY9	4147394
4147523	-0.428462	STU	SAS	ADCY9	4147523
4147630	-0.424212	STU	SAS	ADCY9	4147630
4148297	-0.0625423	STU	SAS	ADCY9	4148297
4148407	0.606619	STU	SAS	ADCY9	4148407
4148434	-0.0883554	STU	SAS	ADCY9	4148434
4148478	-1.72307	STU	SAS	ADCY9	4148478
4148689	-0.0919186	STU	SAS	ADCY9	4148689
4149095	-1.75824	STU	SAS	ADCY9	4149095
4149175	-0.144155	STU	SAS	ADCY9	4149175
4149324	-2.36728	STU	SAS	ADCY9	4149324
4150427	-1.50849	STU	SAS	ADCY9	4150427
4150448	-0.432897	STU	SAS	ADCY9	4150448
4150530	-0.538028	STU	SAS	ADCY9	4150530
4150690	-0.534983	STU	SAS	ADCY9	4150690
4151587	-0.415483	STU	SAS	ADCY9	4151587
4151597	-1.48	STU	SAS	ADCY9	4151597
4152190	-0.313686	STU	SAS	ADCY9	4152190
4152718	-0.339122	STU	SAS	ADCY9	4152718
4153206	-0.508838	STU	SAS	ADCY9	4153206
4153524	-0.349131	STU	SAS	ADCY9	4153524
4153808	0.0149225	STU	SAS	ADCY9	4153808
4154338	-0.290501	STU	SAS	ADCY9	4154338
4154536	-0.291056	STU	SAS	ADCY9	4154536
4154551	-0.268654	STU	SAS	ADCY9	4154551
4154851	0.121385	STU	SAS	ADCY9	4154851
4155082	0.353721	STU	SAS	ADCY9	4155082
4155419	-0.808822	STU	SAS	ADCY9	4155419
4155538	-1.31208	STU	SAS	ADCY9	4155538
4155599	-0.81813	STU	SAS	ADCY9	4155599
4155763	0.0345127	STU	SAS	ADCY9	4155763
4156423	0.996362	STU	SAS	ADCY9	4156423
4156857	-0.556356	STU	SAS	ADCY9	4156857
4157696	0.138721	STU	SAS	ADCY9	4157696
4157869	-1.55182	STU	SAS	ADCY9	4157869
4160316	-0.321319	STU	SAS	ADCY9	4160316
4160370	-1.54157	STU	SAS	ADCY9	4160370
4161793	0.172947	STU	SAS	ADCY9	4161793
4162760	0.0333341	STU	SAS	ADCY9	4162760
4163374	-0.594368	STU	SAS	ADCY9	4163374
4164364	-0.322167	STU	SAS	ADCY9	4164364
4013467	0.537938	ITU	SAS	ADCY9	4013467
4014245	-0.732183	ITU	SAS	ADCY9	4014245
4014964	-0.736056	ITU	SAS	ADCY9	4014964
4015046	0.938796	ITU	SAS	ADCY9	4015046
4015313	-0.439585	ITU	SAS	ADCY9	4015313
4015316	1.18542	ITU	SAS	ADCY9	4015316
4015729	0.160279	ITU	SAS	ADCY9	4015729
4016676	-0.756205	ITU	SAS	ADCY9	4016676
4019291	0.323798	ITU	SAS	ADCY9	4019291
4019350	1.11721	ITU	SAS	ADCY9	4019350
4020732	-0.670097	ITU	SAS	ADCY9	4020732
4021051	-0.852016	ITU	SAS	ADCY9	4021051
4021734	-0.866561	ITU	SAS	ADCY9	4021734
4022638	-0.847355	ITU	SAS	ADCY9	4022638
4022694	0.0689971	ITU	SAS	ADCY9	4022694
4022703	-0.624447	ITU	SAS	ADCY9	4022703
4023553	0.907303	ITU	SAS	ADCY9	4023553
4024128	0.117853	ITU	SAS	ADCY9	4024128
4025385	0.811559	ITU	SAS	ADCY9	4025385
4026238	1.05689	ITU	SAS	ADCY9	4026238
4027423	0.947262	ITU	SAS	ADCY9	4027423
4027605	0.743	ITU	SAS	ADCY9	4027605
4027688	0.743	ITU	SAS	ADCY9	4027688
4027749	1.75349	ITU	SAS	ADCY9	4027749
4028060	1.30318	ITU	SAS	ADCY9	4028060
4028145	-0.795351	ITU	SAS	ADCY9	4028145
4028417	-0.856952	ITU	SAS	ADCY9	4028417
4028866	-0.90056	ITU	SAS	ADCY9	4028866
4028877	1.30725	ITU	SAS	ADCY9	4028877
4029577	0.970034	ITU	SAS	ADCY9	4029577
4030795	0.360571	ITU	SAS	ADCY9	4030795
4031348	1.43062	ITU	SAS	ADCY9	4031348
4031794	-0.950075	ITU	SAS	ADCY9	4031794
4032021	1.06663	ITU	SAS	ADCY9	4032021
4032489	-0.896411	ITU	SAS	ADCY9	4032489
4032581	-0.879294	ITU	SAS	ADCY9	4032581
4032716	-0.879294	ITU	SAS	ADCY9	4032716
4032802	-0.885326	ITU	SAS	ADCY9	4032802
4033012	1.18703	ITU	SAS	ADCY9	4033012
4033097	0.116075	ITU	SAS	ADCY9	4033097
4033436	0.417721	ITU	SAS	ADCY9	4033436
4033522	1.43762	ITU	SAS	ADCY9	4033522
4033987	0.818942	ITU	SAS	ADCY9	4033987
4034001	-0.418651	ITU	SAS	ADCY9	4034001
4034067	0.0843292	ITU	SAS	ADCY9	4034067
4034641	0.774064	ITU	SAS	ADCY9	4034641
4035068	0.235162	ITU	SAS	ADCY9	4035068
4035166	0.930896	ITU	SAS	ADCY9	4035166
4035366	-0.732326	ITU	SAS	ADCY9	4035366
4035432	0.85233	ITU	SAS	ADCY9	4035432
4035499	-0.719414	ITU	SAS	ADCY9	4035499
4035583	-0.719414	ITU	SAS	ADCY9	4035583
4035735	0.869335	ITU	SAS	ADCY9	4035735
4035897	-0.143865	ITU	SAS	ADCY9	4035897
4036067	-0.38065	ITU	SAS	ADCY9	4036067
4036155	0.864401	ITU	SAS	ADCY9	4036155
4036286	-0.72371	ITU	SAS	ADCY9	4036286
4036338	0.885477	ITU	SAS	ADCY9	4036338
4036608	-0.865451	ITU	SAS	ADCY9	4036608
